"","ensgenes","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","annotation","pathway"
"12","Mp8g09370.1",3129.45243404065,2.13667494033974,0.121021202573494,17.6553768670592,9.25140903433985e-70,5.46696969411788e-68,"KEGG:K05359:ADT, PDT, arogenate/prephenate dehydratase [EC:4.2.1.91 4.2.1.51]; KOG:KOG2797:Prephenate dehydratase, [E]; ProSiteProfiles:PS51671:ACT domain profile.; PTHR21022:SF28:PREPHENATE DEHYDRATASE, ACT DOMAIN PROTEIN-RELATED; CDD:cd13631:PBP2_Ct-PDT_like; G3DSA:3.40.190.10; SUPERFAMILY:SSF55021:ACT-like; Pfam:PF01842:ACT domain; G3DSA:3.30.70.260; ProSitePatterns:PS00857:Prephenate dehydratase signature 1.; ProSiteProfiles:PS51171:Prephenate dehydratase domain profile.; PANTHER:PTHR21022:PREPHENATE DEHYDRATASE  P PROTEIN; SUPERFAMILY:SSF53850:Periplasmic binding protein-like II; Pfam:PF00800:Prephenate dehydratase; CDD:cd04905:ACT_CM-PDT; ProSitePatterns:PS00858:Prephenate dehydratase signature 2.; GO:0004664:prephenate dehydratase activity; GO:0009094:L-phenylalanine biosynthetic process; MapolyID:Mapoly0204s0012","Phenylalanine, tyrosine and tryptophan biosynthesis"
"13","Mp8g10340.1",8106.65140557985,2.32895975029338,0.0883051408583048,26.3739996070042,2.72369408016474e-153,4.07909573730931e-151,"KEGG:K01626:E2.5.1.54, aroF, aroG, aroH, 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]; Pfam:PF01474:Class-II DAHP synthetase family; PANTHER:PTHR21337:PHOSPHO-2-DEHYDRO-3-DEOXYHEPTONATE ALDOLASE 1, 2; SUPERFAMILY:SSF51569:Aldolase; TIGRFAM:TIGR01358:DAHP_synth_II: 3-deoxy-7-phosphoheptulonate synthase; PTHR21337:SF28:PHOSPHO-2-DEHYDRO-3-DEOXYHEPTONATE ALDOLASE 2, CHLOROPLASTIC; GO:0009073:aromatic amino acid family biosynthetic process; GO:0003849:3-deoxy-7-phosphoheptulonate synthase activity; MapolyID:Mapoly0008s0188","Phenylalanine, tyrosine and tryptophan biosynthesis"
"14","Mp1g07310.1",1262.23203648537,2.40610989633036,0.104268755006454,23.0760393771022,8.05899569645287e-118,8.59290416134287e-116,"KEGG:K01919:gshA, glutamate--cysteine ligase [EC:6.3.2.2]; PTHR34378:SF1:GLUTAMATE--CYSTEINE LIGASE, CHLOROPLASTIC; Pfam:PF04107:Glutamate-cysteine ligase family 2(GCS2); G3DSA:3.30.590.20; PANTHER:PTHR34378:GLUTAMATE--CYSTEINE LIGASE, CHLOROPLASTIC; SUPERFAMILY:SSF55931:Glutamine synthetase/guanido kinase; TIGRFAM:TIGR01436:glu_cys_lig_pln: glutamate--cysteine ligase; GO:0006750:glutathione biosynthetic process; GO:0003824:catalytic activity; GO:0042398:cellular modified amino acid biosynthetic process; GO:0004357:glutamate-cysteine ligase activity; MapolyID:Mapoly0043s0124","Cysteine and methionine metabolism"
"15","Mp5g16730.1",534.226141689685,2.41033444400332,0.149150123631179,16.1604589075879,9.58455115872754e-59,4.68925958062533e-57,"KEGG:K00815:TAT, tyrosine aminotransferase [EC:2.6.1.5]; KOG:KOG0259:Tyrosine aminotransferase, [E]; MobiDBLite:consensus disorder prediction; Pfam:PF00155:Aminotransferase class I and II; G3DSA:3.40.640.10; G3DSA:3.90.1150.10:Aspartate Aminotransferase; PANTHER:PTHR45744:TYROSINE AMINOTRANSFERASE; ProSitePatterns:PS00105:Aminotransferases class-I pyridoxal-phosphate attachment site.; CDD:cd00609:AAT_like; TIGRFAM:TIGR01265:tyr_nico_aTase: tyrosine/nicotianamine family aminotransferase; SUPERFAMILY:SSF53383:PLP-dependent transferases; GO:0008483:transaminase activity; GO:0009058:biosynthetic process; GO:0006520:cellular amino acid metabolic process; GO:0003824:catalytic activity; GO:0030170:pyridoxal phosphate binding; MapolyID:Mapoly0117s0033","Cysteine and methionine metabolism"
"16","Mp5g23610.1",541.792574052864,2.869866311293,0.137851747904413,20.8184978059399,2.94266635174604e-96,2.46718680149169e-94,"KEGG:K00640:cysE, serine O-acetyltransferase [EC:2.3.1.30]; KOG:KOG4750:Serine O-acetyltransferase, [E]; PANTHER:PTHR42811:SERINE ACETYLTRANSFERASE; SMART:SM00971:SATase_N_2_a; G3DSA:2.160.10.10:Hexapeptide repeat proteins; Pfam:PF06426:Serine acetyltransferase, N-terminal; CDD:cd03354:LbH_SAT; Pfam:PF00132:Bacterial transferase hexapeptide (six repeats); SUPERFAMILY:SSF47473:EF-hand; Pfam:PF13499:EF-hand domain pair; TIGRFAM:TIGR01172:cysE: serine O-acetyltransferase; SUPERFAMILY:SSF51161:Trimeric LpxA-like enzymes; G3DSA:1.10.238.10; G3DSA:1.10.3130.10:serine acetyltransferase; ProSitePatterns:PS00101:Hexapeptide-repeat containing-transferases signature.; ProSitePatterns:PS00018:EF-hand calcium-binding domain.; GO:0016740:transferase activity; GO:0009001:serine O-acetyltransferase activity; GO:0005737:cytoplasm; GO:0006535:cysteine biosynthetic process from serine; GO:0005509:calcium ion binding; MapolyID:Mapoly0010s0095","Cysteine and methionine metabolism"
"17","Mp5g23610.2",531.417654068961,2.86977829003517,0.134362120613239,21.3585367433714,3.24827935087989e-101,2.90995399931108e-99,"KEGG:K00640:cysE, serine O-acetyltransferase [EC:2.3.1.30]; KOG:KOG4750:Serine O-acetyltransferase, [E]; G3DSA:2.160.10.10:Hexapeptide repeat proteins; PTHR42811:SF11:SERINE ACETYLTRANSFERASE 1, CHLOROPLASTIC; SUPERFAMILY:SSF51161:Trimeric LpxA-like enzymes; Pfam:PF06426:Serine acetyltransferase, N-terminal; Pfam:PF00132:Bacterial transferase hexapeptide (six repeats); TIGRFAM:TIGR01172:cysE: serine O-acetyltransferase; ProSitePatterns:PS00101:Hexapeptide-repeat containing-transferases signature.; SMART:SM00971:SATase_N_2_a; CDD:cd03354:LbH_SAT; G3DSA:1.10.3130.10:serine acetyltransferase; PANTHER:PTHR42811:SERINE ACETYLTRANSFERASE; GO:0009001:serine O-acetyltransferase activity; GO:0005737:cytoplasm; GO:0006535:cysteine biosynthetic process from serine; GO:0016740:transferase activity; MapolyID:Mapoly0010s0095","Cysteine and methionine metabolism"
"18","Mp7g06960.1",1011.95851189894,3.24727531350428,0.115368703630014,28.1469342319929,2.61264936369557e-174,5.07500671943993e-172,"KEGG:K00640:cysE, serine O-acetyltransferase [EC:2.3.1.30]; KOG:KOG4750:Serine O-acetyltransferase, [E]; TIGRFAM:TIGR01172:cysE: serine O-acetyltransferase; SMART:SM00971:SATase_N_2_a; PANTHER:PTHR42811:SERINE ACETYLTRANSFERASE; Pfam:PF00132:Bacterial transferase hexapeptide (six repeats); ProSitePatterns:PS00101:Hexapeptide-repeat containing-transferases signature.; Pfam:PF06426:Serine acetyltransferase, N-terminal; G3DSA:1.10.3130.10:serine acetyltransferase; SUPERFAMILY:SSF51161:Trimeric LpxA-like enzymes; G3DSA:2.160.10.10:Hexapeptide repeat proteins; CDD:cd03354:LbH_SAT; GO:0009001:serine O-acetyltransferase activity; GO:0005737:cytoplasm; GO:0006535:cysteine biosynthetic process from serine; GO:0016740:transferase activity; MapolyID:Mapoly0076s0098","Cysteine and methionine metabolism"
"19","Mp7g06960.2",1031.1335378457,3.3452090775439,0.119948213839405,27.8887777522281,3.6502341580663e-171,6.82037561400978e-169,"KEGG:K00640:cysE, serine O-acetyltransferase [EC:2.3.1.30]; KOG:KOG4750:Serine O-acetyltransferase, [E]; TIGRFAM:TIGR01172:cysE: serine O-acetyltransferase; SMART:SM00971:SATase_N_2_a; PANTHER:PTHR42811:SERINE ACETYLTRANSFERASE; Pfam:PF00132:Bacterial transferase hexapeptide (six repeats); Pfam:PF06426:Serine acetyltransferase, N-terminal; ProSitePatterns:PS00101:Hexapeptide-repeat containing-transferases signature.; G3DSA:1.10.3130.10:serine acetyltransferase; SUPERFAMILY:SSF51161:Trimeric LpxA-like enzymes; G3DSA:2.160.10.10:Hexapeptide repeat proteins; CDD:cd03354:LbH_SAT; GO:0009001:serine O-acetyltransferase activity; GO:0005737:cytoplasm; GO:0006535:cysteine biosynthetic process from serine; GO:0016740:transferase activity; MapolyID:Mapoly0076s0098","Cysteine and methionine metabolism"
"20","Mp7g18100.1",631.57749991771,1.14354463128125,0.106813161736902,10.7060273536137,9.53668981404931e-27,1.90918691287585e-25,"KEGG:K01611:speD, AMD1, S-adenosylmethionine decarboxylase [EC:4.1.1.50]; KOG:KOG0788:S-adenosylmethionine decarboxylase, [T]; G3DSA:3.60.90.10; ProSitePatterns:PS01336:S-adenosylmethionine decarboxylase signature.; PANTHER:PTHR11570:S-ADENOSYLMETHIONINE DECARBOXYLASE; G3DSA:3.30.360.50; TIGRFAM:TIGR00535:SAM_DCase: S-adenosylmethionine decarboxylase proenzyme; SUPERFAMILY:SSF56276:S-adenosylmethionine decarboxylase; Pfam:PF01536:Adenosylmethionine decarboxylase; GO:0004014:adenosylmethionine decarboxylase activity; GO:0008295:spermidine biosynthetic process; GO:0006597:spermine biosynthetic process; MapolyID:Mapoly0102s0030","Cysteine and methionine metabolism"
"21","Mp8g18520.1",1056.56393550213,1.12628368686501,0.100657715797567,11.1892434468718,4.603446422822e-29,1.00016628315996e-27,"KEGG:K00837:ISS1, VAS1, aromatic aminotransferase [EC:2.6.1.-]; KOG:KOG0257:Kynurenine aminotransferase, glutamine transaminase K, [E]; G3DSA:3.40.640.10; CDD:cd00609:AAT_like; ProSitePatterns:PS00105:Aminotransferases class-I pyridoxal-phosphate attachment site.; Pfam:PF00155:Aminotransferase class I and II; PANTHER:PTHR43795:BIFUNCTIONAL ASPARTATE AMINOTRANSFERASE AND GLUTAMATE/ASPARTATE-PREPHENATE AMINOTRANSFERASE-RELATED; SUPERFAMILY:SSF53383:PLP-dependent transferases; PTHR43795:SF12:AROMATIC AMINOTRANSFERASE ISS1; GO:0030170:pyridoxal phosphate binding; GO:0009058:biosynthetic process; GO:0003824:catalytic activity; MapolyID:Mapoly0192s0009","Cysteine and methionine metabolism"
